index,account_id,lead_owner,company,website,source,source_group,deal_stage,is_won,is_closed,outcome_3class,target_multiclass,stage_ordinal,notes_sentiment,notes_word_count,notes_has_text
37,8ecf2A96ACD2eBF,Malik Johnson,"Bradshaw, Gomez and Larsen",http://www.munoz.com/,Networking Event,Events,Closed Won,1,1,Won,7,7,0.4,8,1
38,60Ccc9Bdf3D58FC,Melody Jackson,"Ball, Holden and Santiago",http://andrade.com/,LinkedIn Outreach,Outbound,Disqualified,0,1,Lost,9,9,0.3,6,1
39,7c9ca7AfED4Dd76,Danny Hudson,Mcmillan-Fitzpatrick,http://www.hoffman.com/,Website Form,Inbound,New Lead,0,0,Open,0,0,0.0,5,1
40,6c6EBbEb04fb58F,Leslie Parks,Hobbs-Proctor,https://www.summers.com/,Direct Traffic,Inbound,Re-engagement,0,0,Open,1,1,0.0,4,1
41,087cCc0DfEe63Cc,Autumn Kemp,Huynh-Johnston,https://www.romero.biz/,Trade Show,Events,Re-engagement,0,0,Open,1,1,0.0556,6,1
42,f8361E43AeAa8Bc,Bruce Shepherd,Downs-Hubbard,https://www.avila.com/,Cold Email,Outbound,Proposal Sent,0,0,Open,4,4,0.0,7,1
43,a87ea8D8A113A4D,Sherry Lara,"Young, Blair and Snyder",http://hancock.com/,Cold Email,Outbound,Proposal Sent,0,0,Open,4,4,0.4,6,1
44,F39daa74BBF75e5,Yvonne Mcintosh,"Hobbs, Villanueva and Walsh",http://robles.net/,Content Marketing,Inbound,Closed Lost,0,1,Lost,8,8,0.0,7,1
45,5fe01E97D6cBFaC,Daniel Dunn,Colon and Sons,https://www.bolton.net/,Webinars,Events,Proposal Sent,0,0,Open,4,4,0.4,8,1
46,F03FfF5A3BFC24f,Beverly Parsons,Davidson Inc,http://www.weeks-wilcox.com/,Retargeting Ads,Paid Ads,Re-engagement,0,0,Open,1,1,0.1136,5,1
47,9fFcDbbAddcf12f,Carla Grimes,Good Inc,https://www.chapman.com/,Direct Traffic,Inbound,Disqualified,0,1,Lost,9,9,0.0,6,1
48,8ad7d4bfbcaCAaa,Martin Cordova,"Castro, Randolph and Gould",http://higgins.org/,Cold Email,Outbound,Qualified,0,0,Open,2,2,0.0,6,1
49,24F9ce3F18bd3d1,Walter Christian,Decker PLC,https://roberson.info/,Networking Event,Events,Disqualified,0,1,Lost,9,9,0.0,5,1
50,c3Ac06eE1fEFcCf,Reginald Chan,Lucero-Stout,https://www.zamora.com/,Networking Event,Events,Closed Lost,0,1,Lost,8,8,0.3667,8,1
51,afB0ea87CdDafE7,Katherine Dawson,Ramsey Group,http://lindsey-wolf.com/,Content Marketing,Inbound,Proposal Sent,0,0,Open,4,4,0.2667,6,1
52,Fee8b60c6cBacc9,Lacey Love,"Hamilton, Vazquez and Burgess",http://williamson.com/,Podcast,Events,Contacted,0,0,Open,3,3,0.0,6,1
53,2D46fcA2f8D03bF,Neil Hall,"Stafford, Schneider and Morgan",http://howe.biz/,Chatbot,Inbound,Contacted,0,0,Open,3,3,0.0,3,1
54,b1Df10827A9BfDb,Donald Velasquez,"Escobar, Blanchard and Shea",http://www.mejia.com/,Purchased List,Outbound,Disqualified,0,1,Lost,9,9,0.5,6,1
55,AE4DEDe39bf2782,Roger Jacobs,Huff and Sons,https://forbes.net/,Podcast,Events,Disqualified,0,1,Lost,9,9,0.0,6,1
56,cb4C84701Edc0A9,Hannah Gay,Diaz Inc,https://www.lowery-henderson.com/,Chatbot,Inbound,Re-engagement,0,0,Open,1,1,0.8,4,1
57,D867CdAe94C5f77,Hannah Dillon,Wall-Daniels,https://chan.org/,LinkedIn Outreach,Outbound,Closed Won,1,1,Won,7,7,0.0,5,1
58,ffF56Cd86D38b45,Lonnie Mcdowell,"Dudley, Zavala and Franklin",http://www.cooper-velez.info/,Google Ads,Paid Ads,On Hold,0,0,Open,6,6,0.0,5,1
59,BcFEeE2C5AFfd65,Jeffery Moran,Rose Ltd,http://newman.com/,Content Marketing,Inbound,Disqualified,0,1,Lost,9,9,0.4333,5,1
60,EE12a0fE440ff62,Becky Atkins,Murphy PLC,http://dawson-clarke.com/,Website Form,Inbound,Qualified,0,0,Open,2,2,0.0,5,1
61,011FFe8ffa23Ed6,Zachary Copeland,"Clements, Booth and Wall",https://case-stone.com/,Podcast,Events,Qualified,0,0,Open,2,2,0.0,6,1
62,54b2f1f3D4DA3Fb,Bryce Higgins,Chan-Sawyer,http://haynes.com/,Organic Search (SEO),Inbound,Contacted,0,0,Open,3,3,0.15,5,1
63,D7cED5a2c7Ce42E,Darren Bennett,"Holder, Mccormick and Kemp",https://garrett.biz/,Retargeting Ads,Paid Ads,Proposal Sent,0,0,Open,4,4,-0.1,4,1
64,ac6C5f665Faed37,Kent Morse,Choi PLC,https://www.mckinney.com/,Chatbot,Inbound,Contacted,0,0,Open,3,3,0.0,4,1
65,c17C51C70bd52fc,Howard Thomas,Hunt-Haynes,https://www.walton.com/,Content Marketing,Inbound,Disqualified,0,1,Lost,9,9,0.35,8,1
66,0b4dc78E1ba5F9f,Jill Mitchell,Gay-Fields,http://simmons-rios.net/,Podcast,Events,Disqualified,0,1,Lost,9,9,0.0,3,1
67,C1E2d4895BFd0d9,Douglas Arias,Jarvis-Watson,http://bennett-paul.com/,Trade Show,Events,On Hold,0,0,Open,6,6,0.0,3,1
68,Ed6Ca2Bce89C4D0,Darryl Cole,Kane LLC,https://stewart.net/,Website Form,Inbound,Contacted,0,0,Open,3,3,0.0,3,1
69,4B300DEeaE29De6,Tony Murphy,Yoder and Sons,http://www.friedman-osborn.net/,Facebook Ads,Paid Ads,New Lead,0,0,Open,0,0,0.1,7,1
70,49B8eBEAB7FD9f7,Richard Bond,Valencia LLC,http://smith.biz/,Networking Event,Events,Negotiation,0,0,Open,5,5,0.05,5,1
71,f45C8ccaD19d3cf,Danny Norman,Roberson-Brady,https://salas.com/,Direct Traffic,Inbound,New Lead,0,0,Open,0,0,0.0,8,1
72,8a6aEda9B2e9d0b,Yvonne Glenn,"Berry, Pollard and Garrett",https://www.conway-shaffer.info/,Retargeting Ads,Paid Ads,Proposal Sent,0,0,Open,4,4,0.0,6,1
73,C5d4e8B0AAe75Be,Mikayla Beard,Ferrell and Sons,https://rubio-cabrera.com/,Facebook Ads,Paid Ads,Contacted,0,0,Open,3,3,0.0,4,1
74,fA08cDF104BA9a7,Kristen Novak,Church-Monroe,http://www.rice.info/,Other,Other,Contacted,0,0,Open,3,3,0.0,5,1
75,D4C0fA29c81B42d,Garrett Kelley,"Dougherty, Armstrong and Chandler",https://pena-padilla.info/,Organic Search (SEO),Inbound,Disqualified,0,1,Lost,9,9,0.0,4,1
76,09d2BdbF63A853b,Sophia Keller,James LLC,https://www.dorsey.com/,Networking Event,Events,Re-engagement,0,0,Open,1,1,0.0,8,1
77,317d602d0fBEBE5,Angela Curtis,Wallace LLC,http://www.calhoun-kline.info/,Networking Event,Events,Closed Lost,0,1,Lost,8,8,0.0,5,1
78,99A3Fbc8802f73A,Sydney Estes,Hatfield and Sons,http://kelley-powers.biz/,LinkedIn Outreach,Outbound,Negotiation,0,0,Open,5,5,0.5,4,1
79,EaAD1E0420c0d7a,Alec Hester,Chapman LLC,http://www.vang-marsh.com/,Organic Search (SEO),Inbound,Contacted,0,0,Open,3,3,0.0238,7,1
80,dccFBdBCAB207A1,Eugene Freeman,Carrillo PLC,http://www.myers.com/,Partner Program,Referral / Partner,Closed Won,1,1,Won,7,7,0.0,7,1
81,6eBBB6B1f8eF7Bd,Walter Vincent,Branch Group,https://www.yang.biz/,Referral,Referral / Partner,Closed Lost,0,1,Lost,8,8,0.3,8,1
82,AE53D8d99ABE34B,Barbara Levy,Meyers Inc,http://www.lynn-trevino.com/,Other,Other,Disqualified,0,1,Lost,9,9,0.1,7,1
83,c34Abf98F74e54f,Kenneth Cohen,Terry-Baxter,http://www.carpenter.com/,Referral,Referral / Partner,On Hold,0,0,Open,6,6,-0.1625,6,1
84,f8Ca3073fbCBCEf,Autumn Olsen,Sutton LLC,https://hutchinson-cuevas.com/,Facebook Ads,Paid Ads,Contacted,0,0,Open,3,3,0.0,7,1
85,D38DBE0DD6B38D9,Mallory Pruitt,"Barron, Wagner and Huffman",https://warren.biz/,Organic Search (SEO),Inbound,Qualified,0,0,Open,2,2,-0.2,8,1
86,881aDdd8A9734Ca,Fred Hart,"Shepard, Brewer and Newton",https://www.hahn.com/,Purchased List,Outbound,Closed Won,1,1,Won,7,7,0.45,8,1
87,C412E1Bfe99031e,Jon Holloway,"Day, Parker and Archer",https://simpson.com/,Cold Email,Outbound,New Lead,0,0,Open,0,0,0.2,4,1
88,Fa7E2630efcdB85,Elijah Moses,Chase and Sons,https://www.dyer.com/,Organic Search (SEO),Inbound,Proposal Sent,0,0,Open,4,4,0.0,4,1
89,d9FC421CFfA226a,Jeanette Zhang,"Vaughan, Rosales and Duke",http://www.sweeney-larson.com/,Direct Traffic,Inbound,Closed Lost,0,1,Lost,8,8,-0.0833,5,1
90,8Dfc09e0cafD6c9,Kristina Krueger,Kaufman LLC,https://www.goodwin.com/,Direct Traffic,Inbound,New Lead,0,0,Open,0,0,-0.2,6,1
91,BE153f9a0A3b361,Maria Morton,Dyer Group,http://www.frank.com/,Organic Search (SEO),Inbound,Qualified,0,0,Open,2,2,0.0,8,1
92,ddf783dE99a6Ca4,Dominique Barrera,Dunlap Ltd,https://gallagher.biz/,Trade Show,Events,Re-engagement,0,0,Open,1,1,0.2,8,1
93,d62eb8e0ed7C2c4,Pedro Horne,Prince PLC,http://www.giles.com/,Website Form,Inbound,Disqualified,0,1,Lost,9,9,0.0,5,1
94,cDAB1C7729a3a24,Gwendolyn Cline,Weiss-Spears,https://www.mason-moses.com/,Content Marketing,Inbound,Negotiation,0,0,Open,5,5,0.2,8,1
95,c52dCC94FFe124D,Gabriel Howard,"Whitehead, Barrett and Sandoval",https://www.hutchinson.com/,Cold Email,Outbound,Proposal Sent,0,0,Open,4,4,0.0,5,1
96,fB3cc96aAfc092E,Claire Singleton,"Cummings, Waller and Hatfield",https://holland.com/,Podcast,Events,Negotiation,0,0,Open,5,5,0.0,5,1
97,bf64d3A595a904D,Martin Mendoza,"Lee, Caldwell and Livingston",https://maddox.com/,Trade Show,Events,On Hold,0,0,Open,6,6,0.0,5,1
98,13FfEF9E8e75d05,Christopher Reyes,Collier-Bolton,http://www.watkins-salinas.com/,Cold Call,Outbound,Closed Lost,0,1,Lost,8,8,0.0,3,1
99,0BaF60C24e54254,Tracy Meyers,Schmitt-Mejia,http://bullock-zhang.com/,Content Marketing,Inbound,On Hold,0,0,Open,6,6,-0.1556,8,1
100,41D2bBfC2A9ebf7,Gary Shaw,Kim and Sons,https://mccullough.org/,Cold Email,Outbound,Re-engagement,0,0,Open,1,1,0.2,6,1
101,824FfCE4Ec097eb,Nicolas Evans,Perkins-Flynn,https://www.gilbert-fitzgerald.net/,Organic Search (SEO),Inbound,On Hold,0,0,Open,6,6,0.0,4,1
102,70aECC432b0deF7,Alexandra Cooper,"Wilcox, Alexander and Mccann",https://www.pearson-harrison.com/,LinkedIn Outreach,Outbound,Negotiation,0,0,Open,5,5,0.0,4,1
103,623A96dD71FE2fA,Kara Lynch,"Dalton, Duran and Espinoza",http://www.levine.org/,Content Marketing,Inbound,New Lead,0,0,Open,0,0,-0.3,7,1
104,1aFAda4b5dee8BC,Javier Curtis,George LLC,https://rowland.info/,Chatbot,Inbound,Closed Won,1,1,Won,7,7,0.0,6,1
105,53a9ebAfe14fDbD,Hailey Walton,Mckay PLC,http://www.bryan.com/,Social Media,Social Media,Contacted,0,0,Open,3,3,0.0,5,1
106,d3A10Ed95E1DBB6,Dana Barr,Calderon Group,https://www.dennis.biz/,Partner Program,Referral / Partner,Negotiation,0,0,Open,5,5,0.0,4,1
107,a80AeAB8dBF02Bb,Becky Davis,Barr Group,http://www.shields.com/,Purchased List,Outbound,Negotiation,0,0,Open,5,5,0.05,4,1
108,FD68eB15FD7fc40,Riley Schmitt,"Fitzgerald, Ross and Gonzales",https://vaughan.com/,Retargeting Ads,Paid Ads,Disqualified,0,1,Lost,9,9,0.0,8,1
109,8aC4a9fd89c18C3,Rick Krueger,"Young, Sandoval and Garner",http://www.morrison.info/,Partner Program,Referral / Partner,Disqualified,0,1,Lost,9,9,-0.3889,4,1
110,F3f7D0366AAf7eC,Kurt Ellis,"Jacobson, Graves and Kramer",http://cooley.com/,Website Form,Inbound,Negotiation,0,0,Open,5,5,0.25,7,1
111,eD4aEBc8b40Ede6,Laurie Bell,"Goodwin, Kramer and Byrd",http://mcclure-valentine.org/,LinkedIn Outreach,Outbound,Contacted,0,0,Open,3,3,-0.125,4,1
112,ceE04Feaf2D87E5,Nancy Stewart,Daniel-Lee,http://www.graves-contreras.com/,Referral,Referral / Partner,Closed Lost,0,1,Lost,8,8,0.35,5,1
113,0adBAef43eD1bF6,Seth Murray,Holmes-Waters,https://www.carroll.com/,Direct Traffic,Inbound,Disqualified,0,1,Lost,9,9,0.0,6,1
114,e6fF42248947CBc,Meghan Curtis,Moreno-Andersen,http://www.duran.info/,Website Form,Inbound,On Hold,0,0,Open,6,6,0.1429,7,1
115,10bCFb8bee7DDF0,Randy Blake,Thomas-Green,https://trevino.org/,LinkedIn Outreach,Outbound,Proposal Sent,0,0,Open,4,4,0.3304,7,1
116,ECeA5144F70Cff0,Glenn Humphrey,Roy and Sons,http://roy-cabrera.com/,Google Ads,Paid Ads,Proposal Sent,0,0,Open,4,4,-0.2,4,1
117,17B9DC2195cC486,Norma Reid,Liu-Heath,https://howard.info/,Direct Traffic,Inbound,Closed Won,1,1,Won,7,7,0.0,4,1
118,6e6757dDaFA346B,Alexander Brooks,Bright-Moses,http://cuevas.com/,Chatbot,Inbound,Contacted,0,0,Open,3,3,0.25,6,1
119,Cdb62Bf0CF24D1D,Anne Stephenson,Zuniga-Perkins,http://www.nixon-snow.com/,Organic Search (SEO),Inbound,Disqualified,0,1,Lost,9,9,0.0,3,1
120,b496D70fcaAE449,Tammy Ewing,"Hines, Ewing and Stokes",http://fitzgerald-summers.com/,Referral,Referral / Partner,Negotiation,0,0,Open,5,5,0.2,8,1
121,665A9dB3AfE1b81,Vernon Clark,Eaton LLC,http://gallagher-quinn.info/,Other,Other,Proposal Sent,0,0,Open,4,4,0.205,4,1
122,5B8EA0EdFfa19d9,Jordan Arnold,Glover Ltd,https://www.barr.org/,Podcast,Events,Proposal Sent,0,0,Open,4,4,0.0,6,1
123,7cD4C81f8CFcD52,Jocelyn Saunders,Jackson and Sons,http://www.lozano.org/,Webinars,Events,Disqualified,0,1,Lost,9,9,0.0,5,1
124,7fdb77F9F0C9fFc,Faith Cervantes,Schmitt-Hatfield,https://key.com/,Networking Event,Events,New Lead,0,0,Open,0,0,0.0,5,1
125,bD4cD5f60A12F3F,Christian Bruce,"Osborn, Schwartz and Coleman",https://mendez-harmon.com/,Cold Call,Outbound,Closed Lost,0,1,Lost,8,8,0.0,6,1
126,6983c0AeAAc4A3F,Francis Hoover,"Yoder, Brown and Schaefer",https://fleming.com/,Organic Search (SEO),Inbound,Negotiation,0,0,Open,5,5,0.1,6,1
127,d65DC028ba59Ace,Jonathon Meadows,"Zimmerman, Rich and Garner",https://alvarado.com/,Webinars,Events,Qualified,0,0,Open,2,2,-0.0417,5,1
128,1cED18D2BE3175b,Dustin Little,"Oconnor, Le and Reyes",http://gonzalez.com/,Podcast,Events,Re-engagement,0,0,Open,1,1,0.0,4,1
129,d2Ba6DfAED64C50,Samantha Stewart,"Villanueva, Cunningham and Esparza",https://www.oneill.com/,Google Ads,Paid Ads,New Lead,0,0,Open,0,0,0.1875,8,1
130,9CEf319c45cA0eb,Wyatt Shaw,"Ross, Berry and Alvarado",https://huynh.info/,Trade Show,Events,Qualified,0,0,Open,2,2,0.25,5,1
131,8e59a31a9bE3F85,Mason Mccormick,Odonnell LLC,http://wilson.com/,LinkedIn Outreach,Outbound,Closed Won,1,1,Won,7,7,0.0,4,1
132,B40B9b7F14C8F5F,Eric Acosta,Hinton Ltd,https://www.hartman-kramer.com/,Webinars,Events,Closed Won,1,1,Won,7,7,0.0,4,1
133,dee9f7F1B02FEbD,Danny Oneal,"Figueroa, Mcneil and Foley",https://hunt.org/,Referral,Referral / Partner,Contacted,0,0,Open,3,3,0.0,8,1
134,42f706c154Fc2C4,Jeffery Mathews,Zuniga and Sons,https://www.mooney.com/,LinkedIn Outreach,Outbound,Proposal Sent,0,0,Open,4,4,0.0333,5,1
135,E354f8Bde33Ad0B,Krista Benton,Crawford Group,https://www.watson-mahoney.com/,Direct Traffic,Inbound,Qualified,0,0,Open,2,2,0.0,6,1
136,c6dD9AA7b22f3CC,Warren Saunders,"Molina, Liu and Kelley",http://www.osborne.org/,Cold Call,Outbound,Closed Lost,0,1,Lost,8,8,-0.2,4,1
137,4DF06Bc4fCbD3A3,Christie Newman,"Lawson, Dillon and Higgins",https://www.ellis.com/,Facebook Ads,Paid Ads,New Lead,0,0,Open,0,0,0.0,4,1
138,c5b0F7f61CAbF57,Alexandria Gamble,Wolfe Group,https://page.biz/,Retargeting Ads,Paid Ads,Closed Lost,0,1,Lost,8,8,0.0833,3,1
139,bD3b2fb6df63AF8,Caleb Gross,"Ingram, Zavala and Benitez",http://www.schwartz.com/,Podcast,Events,Closed Won,1,1,Won,7,7,-0.3889,7,1
140,dE5193fED0b95Ac,Reginald Davila,"Brady, Robbins and Patel",http://dickson-hanna.org/,Partner Program,Referral / Partner,Negotiation,0,0,Open,5,5,0.0,5,1
141,5BaDeCCE33e636E,Jonathan King,"Hayes, Vincent and Santiago",http://hayes.com/,Google Ads,Paid Ads,Closed Lost,0,1,Lost,8,8,-0.0333,8,1
142,54AeE85e1541EBd,Joel Ortega,Woodard Group,https://www.mcclain.org/,Other,Other,New Lead,0,0,Open,0,0,0.2,5,1
143,cb892242cB54F6E,Marcus Griffin,"Huffman, Hale and Novak",http://www.levine-mills.com/,Trade Show,Events,Closed Won,1,1,Won,7,7,1.0,5,1
144,8F1A105d16a613A,Ana Blevins,"Bauer, Silva and Henderson",http://www.griffin.com/,Website Form,Inbound,Closed Lost,0,1,Lost,8,8,0.0,5,1
145,bAF1C17c0B40ec5,Adam Arroyo,"Ellison, Mullen and Barnett",http://www.carlson-fitzpatrick.info/,Trade Show,Events,New Lead,0,0,Open,0,0,-0.1333,7,1
146,DDCA6d0A5D59185,Oscar Brooks,"Cisneros, Moyer and Wolfe",https://www.fowler.com/,Podcast,Events,Disqualified,0,1,Lost,9,9,0.1071,6,1
147,BfeEF3f13E1DC8b,Jo Stuart,"Schroeder, Glenn and Gray",http://calhoun.net/,Webinars,Events,Re-engagement,0,0,Open,1,1,0.0,6,1
148,bceB35B0254c999,Tasha Roberson,Frey-Gardner,https://scott.com/,Partner Program,Referral / Partner,Negotiation,0,0,Open,5,5,0.0,6,1
149,dC827A742cE6C62,Kathryn Greene,Prince-Sandoval,https://bond.com/,Cold Call,Outbound,Closed Won,1,1,Won,7,7,0.2,5,1
150,c7Ff875b950995B,Anne Zuniga,"Stanton, Young and Mccoy",https://reed.com/,Cold Email,Outbound,Qualified,0,0,Open,2,2,-0.05,7,1
151,70CEFFDAe79CA5b,Brittney Mcpherson,Allison-Callahan,https://chambers-edwards.biz/,Trade Show,Events,On Hold,0,0,Open,6,6,0.0,3,1
152,74BcC5ff76f924b,Brooke Porter,"Mcknight, Reyes and Stafford",https://fox-carlson.com/,Other,Other,Disqualified,0,1,Lost,9,9,0.0,3,1
153,6617C8C59EA0Eaf,Duane Bennett,Reilly Ltd,https://phillips.com/,Organic Search (SEO),Inbound,New Lead,0,0,Open,0,0,0.0,7,1
154,67ffe8a9faEEE5b,Amy Blair,Terrell-Crosby,https://cordova-davis.net/,Google Ads,Paid Ads,New Lead,0,0,Open,0,0,0.0,4,1
155,0CB2fAFdaD3CCED,Paige Melton,Schaefer Group,http://www.davies-trujillo.com/,Cold Email,Outbound,Re-engagement,0,0,Open,1,1,0.0,5,1
156,b8FfD9eaB908534,Danielle Barber,"Oconnell, Mcgee and Kelly",https://evans.com/,Retargeting Ads,Paid Ads,Closed Lost,0,1,Lost,8,8,-0.15,3,1
157,5c42ce1C4dafe95,Ricardo Nolan,Sawyer Inc,https://zhang.com/,Website Form,Inbound,Proposal Sent,0,0,Open,4,4,0.2143,6,1
158,ca9f9c885Fb2FCb,Tracy Burke,Bridges Inc,https://www.dougherty.com/,Retargeting Ads,Paid Ads,New Lead,0,0,Open,0,0,-0.4,5,1
159,CDB1C9A3C57B0c0,Emily Fisher,Rubio PLC,http://marsh-werner.com/,Facebook Ads,Paid Ads,Qualified,0,0,Open,2,2,0.0,4,1
160,682Da0F1a213CDd,Angela Butler,Garner-Lynn,http://jackson-mcdaniel.org/,Webinars,Events,Qualified,0,0,Open,2,2,0.0,6,1
161,d37C5d396Cc3E9C,Keith Yang,Carson-Boyer,https://carney.net/,Website Form,Inbound,New Lead,0,0,Open,0,0,0.2,5,1
162,740E2CA8BaeCeC6,Pamela Knapp,"Little, Ferrell and Case",https://hanna-bender.com/,Retargeting Ads,Paid Ads,On Hold,0,0,Open,6,6,0.0,7,1
163,beAbbAbe9dB1fca,Elaine Foley,"Brock, Avila and Shields",http://waller-sparks.com/,Google Ads,Paid Ads,Proposal Sent,0,0,Open,4,4,0.1,8,1
164,aCeabB95340f524,Jordan Aguilar,"Mills, Wells and Coleman",http://conner.net/,Content Marketing,Inbound,Qualified,0,0,Open,2,2,0.0,5,1
165,eEf88B2eC4aBc00,Shawna Holmes,Holden-Calhoun,https://morgan.info/,Referral,Referral / Partner,Closed Lost,0,1,Lost,8,8,0.2,6,1
